loan_id,customer_id,loan_type,loan_amount,outstanding_balance,interest_rate,term_months,delinquency_status,origination_date,monthly_payment,branch_id,source_system,created_at
LN0001703,CUST002716,PERSONAL,19682.59,2122.12,5.51,360,CURRENT,2018-08-10,60.23,BR008,LOAN_ORIGINATION_v2.1,2018-08-10 16:01:26
LN0001704,CUST001883,PERSONAL,3009.72,2547.46,5.65,12,90_DPD,2022-04-02,307.26,BR005,LOAN_ORIGINATION_v2.1,2022-04-02 06:54:33
LN0001705,CUST003265,PERSONAL,9294.43,7862.06,22.28,360,CLOSED,2021-05-14,26.14,BR004,LOAN_ORIGINATION_v2.1,2021-05-14 14:25:38
LN0001706,CUST004795,PERSONAL,2752.17,2525.94,19.27,360,CURRENT,2018-08-27,9.46,BR024,LOAN_ORIGINATION_v2.1,2018-08-27 03:48:47
LN0001707,CUST002993,AUTO,8295.9,4087.66,14.64,180,CURRENT,2021-04-01,46.98,BR004,LOAN_ORIGINATION_v2.1,2021-04-01 22:10:44
LN0001708,CUST002174,MORTGAGE,238556.08,73101.89,7.36,120,CURRENT,2018-09-11,2078.5,BR004,LOAN_ORIGINATION_v2.1,2018-09-11 09:47:13
LN0001709,CUST003205,AUTO,22665.6,12606.21,11.8,84,CURRENT,2019-02-24,281.64,BR003,LOAN_ORIGINATION_v2.1,2019-02-24 19:10:18
LN0001710,CUST002746,CREDIT_LINE,12374.71,4057.26,9.98,84,30_DPD,2019-04-30,164.58,BR011,LOAN_ORIGINATION_v2.1,2019-04-30 11:15:20
LN0001711,CUST002498,MORTGAGE,161665.42,147268.29,5.3,36,CURRENT,2020-05-05,5789.97,BR005,LOAN_ORIGINATION_v2.1,2020-05-05 16:24:45
LN0001712,CUST004661,CREDIT_LINE,20928.85,3042.24,18.44,360,CLOSED,2020-03-29,68.91,BR011,LOAN_ORIGINATION_v2.1,2020-03-29 06:37:42
LN0001713,CUST001441,MORTGAGE,537670.02,522374.26,17.49,36,CURRENT,2020-07-03,15899.81,BR012,LOAN_ORIGINATION_v2.1,2020-07-03 16:00:07
LN0001714,CUST004126,MORTGAGE,139991.67,50219.82,13.01,84,CLOSED,2021-12-09,2088.47,BR007,LOAN_ORIGINATION_v2.1,2021-12-09 07:44:44
LN0001715,CUST000200,MORTGAGE,160377.19,115661.59,16.73,24,CURRENT,2021-05-29,6711.14,BR004,LOAN_ORIGINATION_v2.1,2021-05-29 16:23:09
LN0001716,CUST002032,PERSONAL,21350.72,7516.89,14.63,180,CURRENT,2021-08-14,136.77,BR016,LOAN_ORIGINATION_v2.1,2021-08-14 09:31:26
LN0001717,CUST001462,AUTO,36442.88,5084.05,21.42,12,CURRENT,2019-08-30,3430.85,BR002,LOAN_ORIGINATION_v2.1,2019-08-30 18:47:14
LN0001718,CUST000434,PERSONAL,45810.61,40325.57,19.78,120,CURRENT,2021-07-20,446.77,BR002,LOAN_ORIGINATION_v2.1,2021-07-20 20:58:43
LN0001719,CUST003958,PERSONAL,47418.75,45091.68,10.2,120,CURRENT,2023-03-07,403.46,BR021,LOAN_ORIGINATION_v2.1,2023-03-07 02:59:38
LN0001720,CUST003946,MORTGAGE,491844.67,484755.23,9.9,24,CLOSED,2022-03-11,22507.91,BR009,LOAN_ORIGINATION_v2.1,2022-03-11 22:31:15
LN0001721,CUST003060,CREDIT_LINE,24267.46,18433.99,23.04,60,CURRENT,2022-04-10,460.49,BR004,LOAN_ORIGINATION_v2.1,2022-04-10 01:29:38
LN0001722,CUST001089,MORTGAGE,503915.84,100850.95,7.74,180,CURRENT,2023-05-22,3221.13,BR019,LOAN_ORIGINATION_v2.1,2023-05-22 12:46:25
LN0001723,CUST002960,MORTGAGE,518007.55,410664.89,6.64,180,30_DPD,2022-06-08,3027.63,BR015,LOAN_ORIGINATION_v2.1,2022-06-08 01:51:47
LN0001724,CUST002151,PERSONAL,21886.25,17083.66,14.98,60,CURRENT,2020-09-22,419.44,BR010,LOAN_ORIGINATION_v2.1,2020-09-22 11:44:15
LN0001725,CUST001705,PERSONAL,38751.76,27890.95,10.87,120,CURRENT,2020-06-18,328.61,BR024,LOAN_ORIGINATION_v2.1,2020-06-18 21:16:38
LN0001726,CUST003956,MORTGAGE,94515.31,29329.3,12.43,60,30_DPD,2018-11-08,1997.02,BR019,LOAN_ORIGINATION_v2.1,2018-11-08 01:52:28
LN0001727,CUST001937,MORTGAGE,547542.73,542647.25,7.2,360,CLOSED,2019-09-18,1583.21,BR008,LOAN_ORIGINATION_v2.1,2019-09-18 05:58:23
LN0001728,CUST003814,MORTGAGE,577337.55,239132.08,12.47,48,30_DPD,2020-01-31,15585.16,BR025,LOAN_ORIGINATION_v2.1,2020-01-31 05:52:20
LN0001729,CUST003671,PERSONAL,30334.85,24065.5,17.92,84,CURRENT,2021-07-14,458.81,BR005,LOAN_ORIGINATION_v2.1,2021-07-14 13:57:04
LN0001730,CUST002218,PERSONAL,48686.52,4900.38,7.84,360,30_DPD,2019-11-18,154.18,BR013,LOAN_ORIGINATION_v2.1,2019-11-18 21:00:26
LN0001731,CUST000495,MORTGAGE,397974.8,212374.89,3.67,180,90_DPD,2021-02-09,2792.44,BR004,LOAN_ORIGINATION_v2.1,2021-02-09 08:05:55
LN0001732,CUST002257,CREDIT_LINE,9225.32,6208.99,21.5,24,CURRENT,2022-06-30,425.17,BR020,LOAN_ORIGINATION_v2.1,2022-06-30 10:57:40
LN0001733,CUST000536,MORTGAGE,365383.18,215876.56,22.31,84,90_DPD,2018-12-18,4790.71,BR019,LOAN_ORIGINATION_v2.1,2018-12-18 13:25:37
LN0001734,CUST002994,PERSONAL,19442.27,17351.02,11.33,180,CURRENT,2023-02-08,122.24,BR024,LOAN_ORIGINATION_v2.1,2023-02-08 13:51:42
LN0001735,CUST000463,PERSONAL,39492.78,34934.44,11.47,24,CURRENT,2019-03-02,2108.85,BR018,LOAN_ORIGINATION_v2.1,2019-03-02 23:25:54
LN0001736,CUST002008,PERSONAL,4043.91,1477.69,3.83,60,CURRENT,2022-12-02,77.27,BR005,LOAN_ORIGINATION_v2.1,2022-12-02 13:17:31
LN0001737,CUST002978,PERSONAL,34189.41,20830.72,6.64,120,CURRENT,2020-11-09,338.63,BR018,LOAN_ORIGINATION_v2.1,2020-11-09 14:22:41
LN0001738,CUST004297,MORTGAGE,409109.48,358852.8,23.58,120,60_DPD,2019-06-22,4237.54,BR014,LOAN_ORIGINATION_v2.1,2019-06-22 21:47:10
LN0001739,CUST001074,PERSONAL,35053.83,13266.34,5.2,24,CURRENT,2018-11-09,1609.43,BR020,LOAN_ORIGINATION_v2.1,2018-11-09 02:40:53
LN0001740,CUST002088,AUTO,56634.5,19747.83,9.22,24,CLOSED,2022-01-18,2491.41,BR024,LOAN_ORIGINATION_v2.1,2022-01-18 01:38:46
LN0001741,CUST003989,CREDIT_LINE,3783.69,3082.59,17.9,12,30_DPD,2019-11-17,384.41,BR004,LOAN_ORIGINATION_v2.1,2019-11-17 19:39:13
LN0001742,CUST003746,MORTGAGE,183351.22,162242.45,4.86,360,CURRENT,2019-09-19,617.59,BR005,LOAN_ORIGINATION_v2.1,2019-09-19 21:40:06
LN0001743,CUST002045,PERSONAL,36586.73,32374.33,11.15,60,CURRENT,2020-08-30,696.59,BR008,LOAN_ORIGINATION_v2.1,2020-08-30 09:14:25
LN0001744,CUST004932,AUTO,41285.58,9092.1,14.42,84,CURRENT,2022-02-26,609.62,BR006,LOAN_ORIGINATION_v2.1,2022-02-26 22:22:05
LN0001745,CUST002488,PERSONAL,17352.77,15986.14,15.45,180,CURRENT,2023-03-02,101.57,BR010,LOAN_ORIGINATION_v2.1,2023-03-02 06:17:08
LN0001746,CUST000978,MORTGAGE,439805.89,103899.96,3.96,60,CURRENT,2018-03-23,8729.07,BR020,LOAN_ORIGINATION_v2.1,2018-03-23 23:04:14
LN0001747,CUST001532,AUTO,14242.4,8176.15,20.7,180,CURRENT,2022-01-10,92.56,BR021,LOAN_ORIGINATION_v2.1,2022-01-10 06:04:03
LN0001748,CUST002516,MORTGAGE,260125.05,115040.04,23.56,360,CLOSED,2023-04-11,816.02,BR006,LOAN_ORIGINATION_v2.1,2023-04-11 02:30:03
LN0001749,CUST002552,PERSONAL,11532.71,9469.34,23.41,84,30_DPD,2022-10-27,137.64,BR024,LOAN_ORIGINATION_v2.1,2022-10-27 02:39:46
LN0001750,CUST002731,PERSONAL,44844.15,42516.51,16.28,84,60_DPD,2020-12-12,563.22,BR021,LOAN_ORIGINATION_v2.1,2020-12-12 06:08:34
LN0001751,CUST002778,AUTO,47512.02,33323.69,8.19,180,CURRENT,2021-11-12,292.37,BR010,LOAN_ORIGINATION_v2.1,2021-11-12 20:47:20
LN0001752,CUST001365,AUTO,49005.38,10326.01,24.99,12,30_DPD,2022-03-01,4227.09,BR015,LOAN_ORIGINATION_v2.1,2022-03-01 19:30:21
LN0001753,CUST002682,AUTO,35960.39,21628.94,12.34,84,90_DPD,2019-10-03,534.99,BR021,LOAN_ORIGINATION_v2.1,2019-10-03 18:17:23
LN0001754,CUST004718,MORTGAGE,255189.15,158530.88,10.19,120,CURRENT,2020-11-21,2691.76,BR016,LOAN_ORIGINATION_v2.1,2020-11-21 16:49:21
LN0001755,CUST001258,MORTGAGE,564541.02,539605.01,22.5,84,CURRENT,2019-12-19,8527.35,BR022,LOAN_ORIGINATION_v2.1,2019-12-19 15:08:07
LN0001756,CUST000886,AUTO,41315.31,33263.5,9.49,84,90_DPD,2018-06-25,606.37,BR006,LOAN_ORIGINATION_v2.1,2018-06-25 05:56:09
LN0001757,CUST002200,MORTGAGE,162705.62,105729.51,20.39,48,CURRENT,2022-02-12,4181.61,BR004,LOAN_ORIGINATION_v2.1,2022-02-12 10:54:46
LN0001758,CUST000964,AUTO,51732.96,48629.12,12.54,36,CURRENT,2018-01-01,1748.44,BR016,LOAN_ORIGINATION_v2.1,2018-01-01 14:42:26
LN0001759,CUST001528,AUTO,16730.69,6649.83,10.26,180,CURRENT,2022-01-06,105.21,BR005,LOAN_ORIGINATION_v2.1,2022-01-06 19:32:42
LN0001760,CUST001584,MORTGAGE,386759.88,326501.89,11.57,12,CURRENT,2021-01-03,38844.24,BR021,LOAN_ORIGINATION_v2.1,2021-01-03 23:02:34
LN0001761,CUST003497,MORTGAGE,461065.44,261049.94,15.65,120,CURRENT,2020-09-01,3932.95,BR010,LOAN_ORIGINATION_v2.1,2020-09-01 17:20:18
LN0001762,CUST002371,PERSONAL,12592.08,2246.88,11.7,24,CURRENT,2018-11-05,609.97,BR010,LOAN_ORIGINATION_v2.1,2018-11-05 16:01:25
LN0001763,CUST002418,CREDIT_LINE,4668.63,2642.95,11.95,24,CURRENT,2019-01-24,240.33,BR023,LOAN_ORIGINATION_v2.1,2019-01-24 22:14:40
LN0001764,CUST001924,MORTGAGE,588008.92,180992.66,11.44,36,CURRENT,2020-02-16,17927.76,BR006,LOAN_ORIGINATION_v2.1,2020-02-16 04:09:16
LN0001765,CUST003080,MORTGAGE,422770.97,194085.36,7.78,84,90_DPD,2021-08-21,6296.05,BR024,LOAN_ORIGINATION_v2.1,2021-08-21 07:44:57
LN0001766,CUST004757,PERSONAL,40175.73,6857.23,17.9,180,CURRENT,2022-05-21,268.84,BR009,LOAN_ORIGINATION_v2.1,2022-05-21 18:58:18
LN0001767,CUST000727,MORTGAGE,532271.7,275602.38,9.78,12,CURRENT,2018-04-03,53344.22,BR015,LOAN_ORIGINATION_v2.1,2018-04-03 03:14:23
LN0001768,CUST001437,PERSONAL,23974.99,16385.17,9.81,24,CURRENT,2020-06-23,1250.94,BR012,LOAN_ORIGINATION_v2.1,2020-06-23 03:12:25
LN0001769,CUST000593,CREDIT_LINE,12784.94,4091.65,19.78,120,90_DPD,2018-10-29,113.63,BR008,LOAN_ORIGINATION_v2.1,2018-10-29 15:39:59
LN0001770,CUST003167,PERSONAL,10645.8,8102.91,13.46,180,CURRENT,2020-10-30,65.88,BR002,LOAN_ORIGINATION_v2.1,2020-10-30 02:21:22
LN0001771,CUST000148,AUTO,11326.32,5785.88,24.74,12,CURRENT,2020-11-11,956.49,BR013,LOAN_ORIGINATION_v2.1,2020-11-11 15:37:21
LN0001772,CUST000329,AUTO,46405.57,43753.33,18.8,360,CURRENT,2018-03-01,165.59,BR014,LOAN_ORIGINATION_v2.1,2018-03-01 21:40:39
LN0001773,CUST002506,AUTO,31356.14,6972.06,19.9,48,CURRENT,2020-12-11,706.39,BR004,LOAN_ORIGINATION_v2.1,2020-12-11 10:10:47
LN0001774,CUST000820,PERSONAL,13724.58,1545.39,19.67,60,CURRENT,2019-07-16,267.78,BR017,LOAN_ORIGINATION_v2.1,2019-07-16 05:11:02
LN0001775,CUST000253,MORTGAGE,518769.58,75260.85,3.61,120,CURRENT,2020-09-16,5179.16,BR005,LOAN_ORIGINATION_v2.1,2020-09-16 02:06:15
LN0001776,CUST002856,MORTGAGE,347095.21,232193.26,14.91,120,CURRENT,2018-11-25,3406.52,BR023,LOAN_ORIGINATION_v2.1,2018-11-25 07:41:39
LN0001777,CUST001557,PERSONAL,31938.83,5528.65,5.54,180,CURRENT,2019-03-27,220.38,BR018,LOAN_ORIGINATION_v2.1,2019-03-27 19:07:01
LN0001778,CUST001042,PERSONAL,6183.45,3277.77,16.48,360,CURRENT,2023-03-12,18.89,BR004,LOAN_ORIGINATION_v2.1,2023-03-12 07:06:50
LN0001779,CUST001745,PERSONAL,47799.81,24422.83,19.5,84,CURRENT,2021-12-16,574.51,BR017,LOAN_ORIGINATION_v2.1,2021-12-16 19:29:53
LN0001780,CUST002624,AUTO,33053.56,7057.81,6.32,36,CURRENT,2020-09-19,941.98,BR005,LOAN_ORIGINATION_v2.1,2020-09-19 08:41:44
LN0001781,CUST002368,PERSONAL,31118.98,6118.57,20.61,360,60_DPD,2019-06-07,109.06,BR011,LOAN_ORIGINATION_v2.1,2019-06-07 03:06:32
LN0001782,CUST000505,PERSONAL,4940.82,839.58,5.29,48,CURRENT,2022-03-01,127.76,BR010,LOAN_ORIGINATION_v2.1,2022-03-01 00:00:19
LN0001783,CUST000610,AUTO,14596.09,10828.45,20.54,36,CURRENT,2020-10-10,521.02,BR006,LOAN_ORIGINATION_v2.1,2020-10-10 07:57:24
LN0001784,CUST001563,PERSONAL,17886.9,17121.46,12.59,48,CURRENT,2023-04-01,383.02,BR017,LOAN_ORIGINATION_v2.1,2023-04-01 11:38:44
LN0001785,CUST003324,CREDIT_LINE,8351.96,1663.92,8.11,84,CURRENT,2021-08-09,104.48,BR004,LOAN_ORIGINATION_v2.1,2021-08-09 21:11:42
LN0001786,CUST004409,PERSONAL,13339.8,3400.84,5.5,120,30_DPD,2019-08-27,142.68,BR010,LOAN_ORIGINATION_v2.1,2019-08-27 15:30:51
LN0001787,CUST002365,MORTGAGE,487790.49,137321.31,12.14,48,CURRENT,2018-03-14,11110.95,BR019,LOAN_ORIGINATION_v2.1,2018-03-14 23:43:10
LN0001788,CUST000365,AUTO,44178.08,17370.26,9.98,180,30_DPD,2022-04-19,276.94,BR011,LOAN_ORIGINATION_v2.1,2022-04-19 00:25:24
LN0001789,CUST004287,MORTGAGE,211532.84,119252.44,22.6,24,CLOSED,2019-03-19,9389.43,BR018,LOAN_ORIGINATION_v2.1,2019-03-19 10:51:22
LN0001790,CUST001722,PERSONAL,6180.88,5655.18,14.46,84,CLOSED,2019-01-30,94.74,BR009,LOAN_ORIGINATION_v2.1,2019-01-30 20:56:33
LN0001791,CUST002398,PERSONAL,45093.43,13354.2,4.9,12,CURRENT,2020-12-27,4107.65,BR022,LOAN_ORIGINATION_v2.1,2020-12-27 15:23:34
LN0001792,CUST002357,AUTO,11071.54,8015.56,16.82,84,90_DPD,2021-07-15,159.08,BR008,LOAN_ORIGINATION_v2.1,2021-07-15 19:25:30
LN0001793,CUST003273,AUTO,52984.57,47480.91,5.18,180,CURRENT,2020-06-29,308.96,BR024,LOAN_ORIGINATION_v2.1,2020-06-29 19:15:13
LN0001794,CUST000864,MORTGAGE,496856.25,436005.06,5.38,60,CURRENT,2020-02-13,10210.07,BR005,LOAN_ORIGINATION_v2.1,2020-02-13 07:40:36
LN0001795,CUST004499,PERSONAL,36522.45,17509.71,11.72,180,CURRENT,2023-04-13,212.46,BR023,LOAN_ORIGINATION_v2.1,2023-04-13 16:10:24
LN0001796,CUST003489,PERSONAL,43958.24,38696.83,22.67,12,CURRENT,2022-03-30,4739.02,BR015,LOAN_ORIGINATION_v2.1,2022-03-30 19:42:18
LN0001797,CUST002779,CREDIT_LINE,12431.33,10718.37,4.22,60,30_DPD,2020-03-06,268.84,BR018,LOAN_ORIGINATION_v2.1,2020-03-06 02:59:13
LN0001798,CUST000154,MORTGAGE,384413.04,218267.72,24.69,24,CURRENT,2019-01-15,16076.04,BR022,LOAN_ORIGINATION_v2.1,2019-01-15 01:15:03
LN0001799,CUST000872,CREDIT_LINE,7246.39,2911.59,19.73,48,CURRENT,2023-04-18,184.3,BR004,LOAN_ORIGINATION_v2.1,2023-04-18 07:48:17
LN0001800,CUST002569,CREDIT_LINE,12397.9,3595.99,17.78,12,CURRENT,2019-02-25,1155.45,BR014,LOAN_ORIGINATION_v2.1,2019-02-25 01:57:39
LN0001801,CUST000313,PERSONAL,5725.76,3019.77,20.49,60,CURRENT,2022-04-08,121.37,BR020,LOAN_ORIGINATION_v2.1,2022-04-08 07:01:35
LN0001802,CUST001005,AUTO,39299.13,34119.42,16.95,84,30_DPD,2020-08-04,554.76,BR012,LOAN_ORIGINATION_v2.1,2020-08-04 05:42:26
LN0001803,CUST003133,AUTO,41115.57,14926.83,16.37,24,CURRENT,2018-09-23,2207.53,BR010,LOAN_ORIGINATION_v2.1,2018-09-23 00:35:29
LN0001804,CUST002274,AUTO,44896.45,42109.24,16.16,12,90_DPD,2023-03-17,3939.95,BR008,LOAN_ORIGINATION_v2.1,2023-03-17 20:07:16
LN0001805,CUST004560,PERSONAL,28982.37,3439.51,21.99,24,CLOSED,2021-01-05,1469.42,BR024,LOAN_ORIGINATION_v2.1,2021-01-05 22:17:42
LN0001806,CUST002281,CREDIT_LINE,23732.25,22924.01,11.93,360,60_DPD,2022-03-13,76.64,BR022,LOAN_ORIGINATION_v2.1,2022-03-13 05:41:45
LN0001807,CUST000888,CREDIT_LINE,14496.89,1681.15,8.42,36,CLOSED,2020-07-26,516.17,BR011,LOAN_ORIGINATION_v2.1,2020-07-26 06:09:49
LN0001808,CUST000163,MORTGAGE,198722.63,183674.67,9.12,84,CURRENT,2018-06-04,2901.52,BR002,LOAN_ORIGINATION_v2.1,2018-06-04 09:48:53
LN0001809,CUST001315,PERSONAL,49886.97,49817.53,8.29,24,CURRENT,2021-03-07,2601.91,BR010,LOAN_ORIGINATION_v2.1,2021-03-07 17:23:38
LN0001810,CUST002628,PERSONAL,24342.95,18033.2,17.05,48,CURRENT,2018-06-14,638.43,BR003,LOAN_ORIGINATION_v2.1,2018-06-14 19:16:31
LN0001811,CUST001612,CREDIT_LINE,13728.59,10703.5,16.19,36,CURRENT,2023-05-20,469.76,BR007,LOAN_ORIGINATION_v2.1,2023-05-20 11:04:50
LN0001812,CUST004283,AUTO,32177.06,5240.8,18.43,120,CURRENT,2021-10-12,301.22,BR013,LOAN_ORIGINATION_v2.1,2021-10-12 03:28:58
LN0001813,CUST003813,MORTGAGE,573914.65,212359.43,10.4,84,30_DPD,2019-09-02,8867.67,BR024,LOAN_ORIGINATION_v2.1,2019-09-02 10:47:05
LN0001814,CUST002112,MORTGAGE,522388.17,491594.97,23.19,48,CURRENT,2020-12-06,13116.15,BR010,LOAN_ORIGINATION_v2.1,2020-12-06 03:55:07
LN0001815,CUST003024,AUTO,55591.65,17818.39,23.48,84,CURRENT,2022-11-26,857.33,BR002,LOAN_ORIGINATION_v2.1,2022-11-26 18:06:59
LN0001816,CUST004786,MORTGAGE,478300.52,182056.12,24.4,12,CURRENT,2022-11-28,41955.37,BR004,LOAN_ORIGINATION_v2.1,2022-11-28 14:34:58
LN0001817,CUST001956,CREDIT_LINE,11553.5,8604.5,7.44,120,CURRENT,2019-10-30,110.46,BR008,LOAN_ORIGINATION_v2.1,2019-10-30 17:58:52
LN0001818,CUST003254,MORTGAGE,186369.69,70855.75,9.78,36,CURRENT,2023-05-23,5369.39,BR017,LOAN_ORIGINATION_v2.1,2023-05-23 05:05:42
LN0001819,CUST000951,AUTO,35493.79,30543.71,19.82,36,30_DPD,2021-05-07,1124.68,BR022,LOAN_ORIGINATION_v2.1,2021-05-07 15:36:24
LN0001820,CUST003896,PERSONAL,36631.95,35373.21,17.29,36,CURRENT,2020-07-03,1028.26,BR004,LOAN_ORIGINATION_v2.1,2020-07-03 10:37:40
LN0001821,CUST001350,AUTO,36256.59,28652.04,5.24,360,CURRENT,2020-04-11,103.34,BR016,LOAN_ORIGINATION_v2.1,2020-04-11 07:11:46
LN0001822,CUST001358,PERSONAL,49243.56,15381.2,8.33,120,CURRENT,2022-03-04,417.79,BR024,LOAN_ORIGINATION_v2.1,2022-03-04 10:09:10
LN0001823,CUST004062,CREDIT_LINE,14876.15,10847.48,24.43,120,CURRENT,2018-09-07,146.67,BR013,LOAN_ORIGINATION_v2.1,2018-09-07 11:12:56
LN0001824,CUST001735,MORTGAGE,127791.1,18703.94,12.61,180,CLOSED,2020-12-26,823.11,BR023,LOAN_ORIGINATION_v2.1,2020-12-26 05:00:33
LN0001825,CUST002825,AUTO,36924.18,18370.9,11.5,48,30_DPD,2019-05-22,875.99,BR022,LOAN_ORIGINATION_v2.1,2019-05-22 03:21:55
LN0001826,CUST000704,CREDIT_LINE,11846.14,7317.36,15.77,24,CURRENT,2019-07-07,596.37,BR020,LOAN_ORIGINATION_v2.1,2019-07-07 19:49:49
LN0001827,CUST004024,PERSONAL,25140.06,17579.74,19.66,12,CURRENT,2022-01-25,2102.11,BR005,LOAN_ORIGINATION_v2.1,2022-01-25 22:48:19
LN0001828,CUST003368,MORTGAGE,308048.12,235011.07,10.08,36,CURRENT,2021-08-09,9855.24,BR010,LOAN_ORIGINATION_v2.1,2021-08-09 23:47:12
LN0001829,CUST002451,CREDIT_LINE,501.91,324.13,14.18,48,CURRENT,2018-02-03,10.58,BR010,LOAN_ORIGINATION_v2.1,2018-02-03 00:30:33
LN0001830,CUST004256,AUTO,62233.83,47547.16,5.38,60,30_DPD,2022-10-19,1205.42,BR018,LOAN_ORIGINATION_v2.1,2022-10-19 09:29:20
LN0001831,CUST001134,PERSONAL,41361.65,22248.8,9.34,360,CURRENT,2020-08-02,138.98,BR001,LOAN_ORIGINATION_v2.1,2020-08-02 13:58:07
LN0001832,CUST004379,MORTGAGE,382279.96,228457.09,23.52,120,CURRENT,2019-06-03,3210.16,BR022,LOAN_ORIGINATION_v2.1,2019-06-03 10:21:36
LN0001833,CUST003216,MORTGAGE,270865.53,116806.8,21.95,360,CURRENT,2022-03-06,911.58,BR013,LOAN_ORIGINATION_v2.1,2022-03-06 20:29:22
LN0001834,CUST001039,CREDIT_LINE,5751.91,1924.56,23.99,36,CURRENT,2022-12-07,160.64,BR017,LOAN_ORIGINATION_v2.1,2022-12-07 23:08:08
LN0001835,CUST001967,MORTGAGE,147062.28,144211.93,11.47,84,CURRENT,2019-06-23,1823.29,BR014,LOAN_ORIGINATION_v2.1,2019-06-23 10:30:37
LN0001836,CUST002066,AUTO,50890.48,31287.24,21.52,12,CURRENT,2021-03-06,5472.04,BR021,LOAN_ORIGINATION_v2.1,2021-03-06 06:36:22
LN0001837,CUST004321,PERSONAL,12388.3,8591.87,12.61,36,CURRENT,2020-06-09,427.53,BR009,LOAN_ORIGINATION_v2.1,2020-06-09 00:45:57
LN0001838,CUST000466,AUTO,32422.82,7684.17,18.12,360,CURRENT,2019-09-18,103.07,BR003,LOAN_ORIGINATION_v2.1,2019-09-18 20:03:57
LN0001839,CUST000764,MORTGAGE,155133.76,123374.37,18.89,360,CURRENT,2020-09-09,486.33,BR004,LOAN_ORIGINATION_v2.1,2020-09-09 04:00:58
LN0001840,CUST002288,PERSONAL,33106.89,21564.11,16.46,120,CURRENT,2020-01-14,338.53,BR021,LOAN_ORIGINATION_v2.1,2020-01-14 10:39:55
LN0001841,CUST000646,MORTGAGE,493633.12,273929.58,19.07,48,CURRENT,2019-09-23,12810.61,BR018,LOAN_ORIGINATION_v2.1,2019-09-23 21:44:03
LN0001842,CUST001652,AUTO,39446.91,24566.26,14.88,360,CURRENT,2021-05-23,113.61,BR015,LOAN_ORIGINATION_v2.1,2021-05-23 06:36:07
LN0001843,CUST003864,MORTGAGE,532686.63,102407.21,24.94,360,CURRENT,2021-09-09,1809.41,BR008,LOAN_ORIGINATION_v2.1,2021-09-09 09:45:47
LN0001844,CUST002722,MORTGAGE,335400.75,178409.77,24.45,48,CURRENT,2023-05-27,8311.94,BR005,LOAN_ORIGINATION_v2.1,2023-05-27 19:31:46
LN0001845,CUST004071,MORTGAGE,393889.08,373325.91,8.99,120,90_DPD,2018-03-19,3680.11,BR022,LOAN_ORIGINATION_v2.1,2018-03-19 21:01:37
LN0001846,CUST004376,MORTGAGE,188478.05,119651.47,21.5,36,CURRENT,2020-06-17,5786.59,BR018,LOAN_ORIGINATION_v2.1,2020-06-17 20:55:04
LN0001847,CUST001190,AUTO,16776.12,11682.88,12.82,120,CURRENT,2019-04-25,177.47,BR015,LOAN_ORIGINATION_v2.1,2019-04-25 06:31:33
LN0001848,CUST004224,AUTO,34043.75,29551.23,24.17,360,CURRENT,2021-10-12,101.06,BR020,LOAN_ORIGINATION_v2.1,2021-10-12 07:38:27
LN0001849,CUST003304,AUTO,38368.14,16229.51,15.88,12,CURRENT,2018-07-30,3610.0,BR019,LOAN_ORIGINATION_v2.1,2018-07-30 01:23:49
LN0001850,CUST000501,CREDIT_LINE,6078.0,1786.81,13.94,84,CURRENT,2018-04-13,81.57,BR009,LOAN_ORIGINATION_v2.1,2018-04-13 12:44:07
LN0001851,CUST001852,MORTGAGE,141021.31,33320.96,24.64,48,CURRENT,2020-01-02,3376.96,BR013,LOAN_ORIGINATION_v2.1,2020-01-02 07:32:46
LN0001852,CUST000946,AUTO,38104.64,24870.91,21.2,24,30_DPD,2020-04-30,1626.3,BR005,LOAN_ORIGINATION_v2.1,2020-04-30 11:48:39
LN0001853,CUST002338,AUTO,9221.98,8987.46,7.42,84,CURRENT,2020-01-11,137.73,BR020,LOAN_ORIGINATION_v2.1,2020-01-11 02:49:44
LN0001854,CUST000677,AUTO,35120.58,24390.13,14.75,120,CURRENT,2019-04-04,333.51,BR018,LOAN_ORIGINATION_v2.1,2019-04-04 00:41:08
LN0001855,CUST000523,CREDIT_LINE,17819.37,12179.58,18.43,360,CURRENT,2019-12-06,62.46,BR001,LOAN_ORIGINATION_v2.1,2019-12-06 02:06:51
LN0001856,CUST003917,MORTGAGE,403396.19,195994.76,22.83,360,CLOSED,2023-01-04,1311.63,BR023,LOAN_ORIGINATION_v2.1,2023-01-04 08:16:02
LN0001857,CUST003873,CREDIT_LINE,16299.38,15269.24,4.89,12,CURRENT,2020-08-30,1369.98,BR017,LOAN_ORIGINATION_v2.1,2020-08-30 12:02:42
LN0001858,CUST000906,PERSONAL,37634.33,16455.11,8.35,180,CURRENT,2020-12-07,258.94,BR008,LOAN_ORIGINATION_v2.1,2020-12-07 01:43:19
LN0001859,CUST004819,CREDIT_LINE,21101.43,4015.55,4.82,120,CURRENT,2023-04-06,224.28,BR020,LOAN_ORIGINATION_v2.1,2023-04-06 23:48:47
LN0001860,CUST001805,PERSONAL,23369.7,5310.7,12.73,36,60_DPD,2019-04-10,722.94,BR022,LOAN_ORIGINATION_v2.1,2019-04-10 11:26:31
